LAT,LON,YEAR,MO,DY,PRECTOTCORR,T2M,ALLSKY_KT,ALLSKY_SFC_SW_DWN,RH2M
2.5,-72.5,2024,6,26,2.75,25.38,0.58,5.52,89.61
3.5,-72.5,2024,6,26,2.62,26.23,0.52,5.02,81.74
4.5,-72.5,2024,6,26,2.93,26.58,0.49,4.72,77.54
5.5,-72.5,2024,6,26,2.39,18.34,0.43,4.21,82.86
6.5,-72.5,2024,6,26,1.91,11.47,0.43,4.25,84.5
2.5,-72.5,2024,6,27,24.67,24.86,0.61,5.8,92.8
3.5,-72.5,2024,6,27,23.25,26.14,0.56,5.37,81.73
4.5,-72.5,2024,6,27,17.96,26.4,0.57,5.53,78.98
5.5,-72.5,2024,6,27,17.67,18.6,0.54,5.27,85.34
6.5,-72.5,2024,6,27,11.01,11.25,0.42,4.19,85.79
2.5,-72.5,2024,6,28,5.12,24.71,0.61,5.79,91.03
3.5,-72.5,2024,6,28,7.1,26.28,0.53,5.07,85.52
4.5,-72.5,2024,6,28,8.92,26.48,0.5,4.86,84.82
5.5,-72.5,2024,6,28,5.36,18.82,0.45,4.39,91.06
6.5,-72.5,2024,6,28,4.53,11.68,0.46,4.52,88.12
2.5,-72.5,2024,6,29,4.45,25.48,0.57,5.43,91.93
3.5,-72.5,2024,6,29,5.34,26.3,0.6,5.75,88.66
4.5,-72.5,2024,6,29,11.09,26.38,0.53,5.14,89.5
5.5,-72.5,2024,6,29,12.64,18.43,0.42,4.1,93.4
6.5,-72.5,2024,6,29,9.24,11.3,0.45,4.44,89.77
2.5,-72.5,2024,6,30,11.05,25.62,0.47,4.46,93.72
3.5,-72.5,2024,6,30,14.01,25.58,0.54,5.2,92.42
4.5,-72.5,2024,6,30,51.08,26.03,0.53,5.19,87.41
5.5,-72.5,2024,6,30,18.11,18.64,0.56,5.52,87.42
6.5,-72.5,2024,6,30,7.85,11.24,0.49,4.88,84.84
2.5,-72.5,2024,7,1,3.88,25.68,0.33,3.14,91.93
3.5,-72.5,2024,7,1,2.25,26.08,0.31,2.94,87.92
4.5,-72.5,2024,7,1,2.03,26.39,0.33,3.17,86.82
5.5,-72.5,2024,7,1,2.33,19.03,0.46,4.57,87.4
6.5,-72.5,2024,7,1,1.39,12.15,0.48,4.72,84.25
2.5,-72.5,2024,7,2,25.4,25.06,0.49,4.69,94.5
3.5,-72.5,2024,7,2,46.31,25.97,0.46,4.46,89.2
4.5,-72.5,2024,7,2,42.58,26.27,0.46,4.46,86.22
5.5,-72.5,2024,7,2,18.93,18.44,0.46,4.51,89.35
6.5,-72.5,2024,7,2,1.87,12.2,0.5,4.91,87.24
2.5,-72.5,2024,7,3,27.06,25.45,0.44,4.17,87.9
3.5,-72.5,2024,7,3,9.09,25.56,0.43,4.17,88.67
4.5,-72.5,2024,7,3,5.26,26.07,0.53,5.14,86.32
5.5,-72.5,2024,7,3,5.98,18.67,0.48,4.71,89.04
6.5,-72.5,2024,7,3,2.05,12.5,0.4,3.96,86.35
2.5,-72.5,2024,7,4,4.12,25.62,0.56,5.31,89.93
3.5,-72.5,2024,7,4,3.57,26.18,0.55,5.35,87.54
4.5,-72.5,2024,7,4,2.98,26.33,0.57,5.53,87.36
5.5,-72.5,2024,7,4,5.3,19.04,0.49,4.86,89.44
6.5,-72.5,2024,7,4,5.58,12.53,0.44,4.38,85.56
2.5,-72.5,2024,7,5,12.8,24.43,0.44,4.19,95.97
3.5,-72.5,2024,7,5,14.25,24.72,0.36,3.51,93.9
4.5,-72.5,2024,7,5,16.25,25.26,0.18,1.76,93.04
5.5,-72.5,2024,7,5,16.68,17.89,0.22,2.12,91.4
6.5,-72.5,2024,7,5,14.86,11.83,0.27,2.66,88.74
2.5,-72.5,2024,7,6,26.63,24.86,0.44,4.19,94.82
3.5,-72.5,2024,7,6,19.37,25.32,0.43,4.17,89.29
4.5,-72.5,2024,7,6,16.04,25.14,0.44,4.33,89.2
5.5,-72.5,2024,7,6,10.77,18.51,0.44,4.32,84.64
6.5,-72.5,2024,7,6,2.22,11.84,0.38,3.79,85.69
2.5,-72.5,2024,7,7,2.58,24.58,0.49,4.73,92.69
3.5,-72.5,2024,7,7,10.83,25.46,0.48,4.66,85.08
4.5,-72.5,2024,7,7,9.61,25.36,0.52,5.03,86.76
5.5,-72.5,2024,7,7,3.38,17.79,0.47,4.67,89.65
6.5,-72.5,2024,7,7,0.54,11.46,0.49,4.88,87.0
2.5,-72.5,2024,7,8,0.2,25.37,0.5,4.76,86.58
3.5,-72.5,2024,7,8,0.6,25.84,0.43,4.11,82.9
4.5,-72.5,2024,7,8,0.71,26.38,0.47,4.6,79.32
5.5,-72.5,2024,7,8,0.46,18.55,0.46,4.55,78.87
6.5,-72.5,2024,7,8,1.28,10.62,0.49,4.89,82.03
2.5,-72.5,2024,7,9,6.3,25.08,0.52,4.96,92.49
3.5,-72.5,2024,7,9,6.43,25.63,0.47,4.54,84.72
4.5,-72.5,2024,7,9,5.73,26.29,0.52,5.06,82.24
5.5,-72.5,2024,7,9,6.51,18.5,0.38,3.72,90.77
6.5,-72.5,2024,7,9,4.31,10.96,0.47,4.71,88.9
2.5,-72.5,2024,7,10,0.39,25.94,0.62,5.94,85.47
3.5,-72.5,2024,7,10,0.23,26.88,0.63,6.11,78.76
4.5,-72.5,2024,7,10,1.0,26.83,0.63,6.17,81.85
5.5,-72.5,2024,7,10,0.25,18.61,0.54,5.34,88.86
6.5,-72.5,2024,7,10,0.01,11.53,0.57,5.66,86.72
2.5,-72.5,2024,7,11,1.38,25.27,0.37,3.52,92.26
3.5,-72.5,2024,7,11,1.14,26.37,0.49,4.76,87.41
4.5,-72.5,2024,7,11,0.59,27.03,0.58,5.62,86.54
5.5,-72.5,2024,7,11,0.4,19.11,0.62,6.13,86.12
6.5,-72.5,2024,7,11,0.16,11.31,0.59,5.86,82.51
2.5,-72.5,2024,7,12,7.18,24.46,0.36,3.5,94.77
3.5,-72.5,2024,7,12,8.7,25.35,0.36,3.49,89.16
4.5,-72.5,2024,7,12,8.9,26.33,0.28,2.76,87.52
5.5,-72.5,2024,7,12,5.3,18.19,0.32,3.13,91.96
6.5,-72.5,2024,7,12,2.0,11.12,0.34,3.37,89.9
2.5,-72.5,2024,7,13,7.88,24.07,0.39,3.79,91.14
3.5,-72.5,2024,7,13,6.62,25.04,0.36,3.47,85.52
4.5,-72.5,2024,7,13,4.74,25.18,0.46,4.54,86.1
5.5,-72.5,2024,7,13,2.61,17.4,0.44,4.37,89.31
6.5,-72.5,2024,7,13,0.27,10.6,0.42,4.21,87.12
2.5,-72.5,2024,7,14,15.94,23.74,0.45,4.35,94.28
3.5,-72.5,2024,7,14,17.39,24.34,0.48,4.69,88.7
4.5,-72.5,2024,7,14,15.04,25.18,0.5,4.93,85.35
5.5,-72.5,2024,7,14,9.88,17.95,0.42,4.14,85.88
6.5,-72.5,2024,7,14,2.91,10.66,0.36,3.61,86.81
2.5,-72.5,2024,7,15,5.81,25.2,0.36,3.46,90.02
3.5,-72.5,2024,7,15,6.2,25.37,0.31,3.04,87.19
4.5,-72.5,2024,7,15,7.92,25.56,0.25,2.42,85.55
5.5,-72.5,2024,7,15,5.28,18.21,0.34,3.4,87.29
6.5,-72.5,2024,7,15,0.56,11.61,0.45,4.51,87.59
2.5,-72.5,2024,7,16,0.33,24.93,0.45,4.38,89.2
3.5,-72.5,2024,7,16,0.73,25.02,0.46,4.43,89.52
4.5,-72.5,2024,7,16,2.96,25.23,0.46,4.47,88.9
5.5,-72.5,2024,7,16,2.71,17.8,0.48,4.74,93.03
6.5,-72.5,2024,7,16,1.6,12.25,0.52,5.22,87.09
2.5,-72.5,2024,7,17,4.53,24.25,0.34,3.26,91.33
3.5,-72.5,2024,7,17,5.64,24.64,0.3,2.9,89.55
4.5,-72.5,2024,7,17,5.21,24.5,0.31,3.0,89.34
5.5,-72.5,2024,7,17,3.68,17.46,0.39,3.89,90.98
6.5,-72.5,2024,7,17,2.43,11.56,0.44,4.42,87.07
2.5,-72.5,2024,7,18,1.88,23.45,0.31,3.03,91.08
3.5,-72.5,2024,7,18,0.88,23.76,0.34,3.31,89.65
4.5,-72.5,2024,7,18,0.43,23.68,0.42,4.12,90.01
5.5,-72.5,2024,7,18,0.71,17.16,0.39,3.92,89.39
6.5,-72.5,2024,7,18,0.39,11.55,0.38,3.85,86.26
2.5,-72.5,2024,7,19,0.15,23.98,0.39,3.79,87.57
3.5,-72.5,2024,7,19,0.12,24.05,0.38,3.72,87.13
4.5,-72.5,2024,7,19,0.1,24.01,0.36,3.55,87.8
5.5,-72.5,2024,7,19,0.06,18.02,0.39,3.91,86.01
6.5,-72.5,2024,7,19,0.58,11.38,0.4,3.96,87.23
2.5,-72.5,2024,7,20,0.03,24.94,0.36,3.48,87.7
3.5,-72.5,2024,7,20,0.07,25.09,0.37,3.61,86.94
4.5,-72.5,2024,7,20,0.05,24.95,0.39,3.89,85.44
5.5,-72.5,2024,7,20,0.0,18.39,0.41,4.08,86.25
6.5,-72.5,2024,7,20,0.04,11.75,0.44,4.4,85.34
2.5,-72.5,2024,7,21,14.68,24.73,0.31,3.02,87.66
3.5,-72.5,2024,7,21,13.87,24.16,0.4,3.92,89.52
4.5,-72.5,2024,7,21,10.27,24.29,0.44,4.35,92.3
5.5,-72.5,2024,7,21,5.62,17.91,0.41,4.09,88.52
6.5,-72.5,2024,7,21,0.65,11.24,0.47,4.71,85.27
2.5,-72.5,2024,7,22,7.36,24.76,0.48,4.63,91.14
3.5,-72.5,2024,7,22,8.72,25.04,0.4,3.92,88.31
4.5,-72.5,2024,7,22,13.14,24.99,0.29,2.85,89.81
5.5,-72.5,2024,7,22,18.87,18.0,0.31,3.11,90.25
6.5,-72.5,2024,7,22,8.62,11.84,0.43,4.3,86.24
2.5,-72.5,2024,7,23,7.45,23.99,0.38,3.64,94.7
3.5,-72.5,2024,7,23,7.78,24.65,0.43,4.25,91.16
4.5,-72.5,2024,7,23,3.62,25.08,0.47,4.6,90.06
5.5,-72.5,2024,7,23,1.28,18.51,0.4,4.03,92.66
6.5,-72.5,2024,7,23,0.96,12.37,0.46,4.63,87.74
2.5,-72.5,2024,7,24,20.99,24.06,0.4,3.87,94.52
3.5,-72.5,2024,7,24,20.58,24.01,0.35,3.43,92.37
4.5,-72.5,2024,7,24,17.9,24.51,0.32,3.17,91.69
5.5,-72.5,2024,7,24,8.2,18.88,0.35,3.47,89.41
6.5,-72.5,2024,7,24,0.48,12.28,0.37,3.67,87.68
2.5,-72.5,2024,7,25,0.93,25.03,0.35,3.39,88.21
3.5,-72.5,2024,7,25,1.38,25.15,0.42,4.13,87.24
4.5,-72.5,2024,7,25,0.7,25.44,0.47,4.63,86.74
5.5,-72.5,2024,7,25,1.56,18.63,0.45,4.49,89.74
6.5,-72.5,2024,7,25,1.17,12.41,0.42,4.21,86.12
2.5,-72.5,2024,7,26,1.48,24.67,0.41,3.96,91.59
3.5,-72.5,2024,7,26,1.5,25.43,0.34,3.37,89.69
4.5,-72.5,2024,7,26,2.36,25.77,0.3,2.96,86.4
5.5,-72.5,2024,7,26,27.13,18.54,0.29,2.9,91.96
6.5,-72.5,2024,7,26,47.6,12.0,0.4,4.01,90.34
2.5,-72.5,2024,7,27,6.52,25.27,0.49,4.8,91.54
3.5,-72.5,2024,7,27,6.07,26.37,0.46,4.57,83.34
4.5,-72.5,2024,7,27,4.99,26.66,0.51,5.1,83.49
5.5,-72.5,2024,7,27,4.14,18.43,0.45,4.53,87.66
6.5,-72.5,2024,7,27,3.17,11.68,0.39,3.91,86.82
2.5,-72.5,2024,7,28,2.55,26.2,0.48,4.69,87.47
3.5,-72.5,2024,7,28,3.43,26.53,0.47,4.63,82.83
4.5,-72.5,2024,7,28,3.66,25.92,0.36,3.56,87.96
5.5,-72.5,2024,7,28,1.17,19.0,0.39,3.85,89.11
6.5,-72.5,2024,7,28,0.17,12.23,0.41,4.12,86.45
2.5,-72.5,2024,7,29,22.43,25.42,0.53,5.15,93.17
3.5,-72.5,2024,7,29,22.39,26.19,0.56,5.49,85.95
4.5,-72.5,2024,7,29,17.68,26.51,0.57,5.67,82.56
5.5,-72.5,2024,7,29,5.58,19.01,0.5,4.98,88.21
6.5,-72.5,2024,7,29,0.13,12.15,0.45,4.54,86.01
2.5,-72.5,2024,7,30,6.11,25.91,0.46,4.51,86.37
3.5,-72.5,2024,7,30,6.34,26.5,0.4,3.99,81.58
4.5,-72.5,2024,7,30,6.79,25.93,0.31,3.13,87.0
5.5,-72.5,2024,7,30,6.29,18.2,0.24,2.41,89.76
6.5,-72.5,2024,7,30,0.65,11.56,0.23,2.37,85.94
7.5,-72.5,2022,1,1,0.0,17.1,0.53,4.79,77.86
8.5,-72.5,2022,1,1,0.0,30.69,0.6,5.32,48.01
9.5,-72.5,2022,1,1,0.0,30.59,0.62,5.39,48.55
10.5,-72.5,2022,1,1,0.0,24.66,0.63,5.38,63.47
11.5,-72.5,2022,1,1,0.0,28.14,0.68,5.77,62.12
7.5,-72.5,2022,1,2,0.0,16.36,0.67,6.02,74.25
8.5,-72.5,2022,1,2,0.0,31.22,0.63,5.54,42.82
9.5,-72.5,2022,1,2,0.0,30.55,0.66,5.79,46.71
10.5,-72.5,2022,1,2,0.0,24.64,0.7,5.98,65.18
11.5,-72.5,2022,1,2,0.0,28.1,0.7,5.93,62.16
7.5,-72.5,2022,1,3,0.0,15.93,0.68,6.09,74.92
8.5,-72.5,2022,1,3,0.0,31.06,0.58,5.16,44.54
9.5,-72.5,2022,1,3,0.0,30.28,0.63,5.53,48.86
10.5,-72.5,2022,1,3,0.0,24.11,0.65,5.58,64.89
11.5,-72.5,2022,1,3,0.0,27.76,0.68,5.72,60.15
7.5,-72.5,2022,1,4,0.0,16.25,0.66,5.91,75.15
8.5,-72.5,2022,1,4,0.0,29.91,0.52,4.62,49.09
9.5,-72.5,2022,1,4,0.0,29.59,0.56,4.92,51.3
10.5,-72.5,2022,1,4,0.0,23.95,0.62,5.31,66.34
11.5,-72.5,2022,1,4,0.0,27.59,0.67,5.64,63.08
7.5,-72.5,2022,1,5,0.0,15.34,0.67,6.03,70.24
8.5,-72.5,2022,1,5,0.0,29.95,0.59,5.22,47.8
9.5,-72.5,2022,1,5,0.0,29.37,0.58,5.09,51.41
10.5,-72.5,2022,1,5,0.0,23.72,0.63,5.41,65.83
11.5,-72.5,2022,1,5,0.0,27.16,0.68,5.73,62.08
7.5,-72.5,2022,1,6,0.0,15.65,0.71,6.44,72.84
8.5,-72.5,2022,1,6,0.0,30.4,0.67,5.98,40.08
9.5,-72.5,2022,1,6,0.0,29.66,0.68,5.92,46.25
10.5,-72.5,2022,1,6,0.0,24.26,0.64,5.55,61.89
11.5,-72.5,2022,1,6,0.0,27.44,0.71,5.99,63.57
7.5,-72.5,2022,1,7,0.0,17.16,0.48,4.34,69.92
8.5,-72.5,2022,1,7,0.0,30.0,0.58,5.18,42.31
9.5,-72.5,2022,1,7,0.0,29.83,0.62,5.45,43.3
10.5,-72.5,2022,1,7,0.0,23.63,0.64,5.57,60.76
11.5,-72.5,2022,1,7,0.0,27.16,0.7,5.98,62.8
7.5,-72.5,2022,1,8,0.02,17.87,0.4,3.59,71.76
8.5,-72.5,2022,1,8,0.0,29.72,0.51,4.59,45.83
9.5,-72.5,2022,1,8,0.0,29.7,0.56,4.88,47.15
10.5,-72.5,2022,1,8,0.0,23.44,0.55,4.79,67.26
11.5,-72.5,2022,1,8,0.0,27.51,0.62,5.31,62.78
7.5,-72.5,2022,1,9,0.01,17.44,0.3,2.74,78.1
8.5,-72.5,2022,1,9,0.0,28.66,0.46,4.07,48.81
9.5,-72.5,2022,1,9,0.0,28.95,0.64,5.64,50.72
10.5,-72.5,2022,1,9,0.0,23.23,0.66,5.71,68.05
11.5,-72.5,2022,1,9,0.01,27.42,0.64,5.49,64.73
7.5,-72.5,2022,1,10,0.0,17.33,0.47,4.29,76.61
8.5,-72.5,2022,1,10,0.0,28.41,0.6,5.38,54.81
9.5,-72.5,2022,1,10,0.0,28.76,0.61,5.36,53.94
10.5,-72.5,2022,1,10,0.0,23.02,0.59,5.17,68.37
11.5,-72.5,2022,1,10,0.0,27.06,0.64,5.44,65.01
7.5,-72.5,2022,1,11,0.13,17.51,0.29,2.6,79.57
8.5,-72.5,2022,1,11,0.02,28.98,0.53,4.76,53.17
9.5,-72.5,2022,1,11,0.0,29.43,0.54,4.8,50.46
10.5,-72.5,2022,1,11,0.0,23.18,0.53,4.63,66.89
11.5,-72.5,2022,1,11,0.35,27.33,0.54,4.59,62.53
7.5,-72.5,2022,1,12,0.03,17.43,0.34,3.11,77.7
8.5,-72.5,2022,1,12,0.01,29.01,0.51,4.61,48.58
9.5,-72.5,2022,1,12,0.0,29.05,0.62,5.51,49.73
10.5,-72.5,2022,1,12,0.0,23.95,0.64,5.57,63.47
11.5,-72.5,2022,1,12,0.31,27.16,0.69,5.93,64.97
7.5,-72.5,2022,1,13,2.42,17.21,0.46,4.19,80.13
8.5,-72.5,2022,1,13,0.48,29.11,0.56,5.03,48.8
9.5,-72.5,2022,1,13,1.29,28.57,0.55,4.87,53.68
10.5,-72.5,2022,1,13,1.68,23.23,0.56,4.86,67.21
11.5,-72.5,2022,1,13,0.31,27.2,0.66,5.72,63.69
7.5,-72.5,2022,1,14,0.48,17.51,0.44,3.99,77.98
8.5,-72.5,2022,1,14,0.15,29.34,0.41,3.67,50.9
9.5,-72.5,2022,1,14,0.64,28.49,0.49,4.32,55.62
10.5,-72.5,2022,1,14,0.38,24.18,0.51,4.49,64.14
11.5,-72.5,2022,1,14,0.32,27.62,0.67,5.76,66.98
7.5,-72.5,2022,1,15,0.06,17.75,0.46,4.18,72.82
8.5,-72.5,2022,1,15,0.01,30.55,0.49,4.48,47.77
9.5,-72.5,2022,1,15,0.0,30.12,0.58,5.21,48.77
10.5,-72.5,2022,1,15,0.0,24.59,0.62,5.44,62.68
11.5,-72.5,2022,1,15,0.1,27.99,0.68,5.89,62.69
7.5,-72.5,2022,1,16,0.0,17.8,0.47,4.31,76.09
8.5,-72.5,2022,1,16,0.0,31.05,0.5,4.51,45.13
9.5,-72.5,2022,1,16,0.0,30.5,0.61,5.43,47.81
10.5,-72.5,2022,1,16,0.0,25.05,0.58,5.09,64.72
11.5,-72.5,2022,1,16,0.91,28.06,0.61,5.33,66.33
7.5,-72.5,2022,1,17,0.33,18.27,0.43,3.98,81.87
8.5,-72.5,2022,1,17,0.03,30.42,0.48,4.4,52.54
9.5,-72.5,2022,1,17,0.0,29.97,0.55,4.88,56.09
10.5,-72.5,2022,1,17,0.0,25.2,0.51,4.49,68.35
11.5,-72.5,2022,1,17,2.34,27.93,0.53,4.65,71.95
7.5,-72.5,2022,1,18,0.08,17.93,0.4,3.71,78.4
8.5,-72.5,2022,1,18,0.02,28.49,0.32,2.9,61.69
9.5,-72.5,2022,1,18,0.0,29.17,0.45,4.0,54.11
10.5,-72.5,2022,1,18,0.0,24.37,0.61,5.37,65.6
11.5,-72.5,2022,1,18,1.42,27.64,0.65,5.65,66.81
7.5,-72.5,2022,1,19,0.0,17.63,0.43,4.0,72.97
8.5,-72.5,2022,1,19,0.0,30.81,0.47,4.26,48.36
9.5,-72.5,2022,1,19,0.0,30.49,0.56,5.02,48.91
10.5,-72.5,2022,1,19,0.0,24.67,0.61,5.39,67.56
11.5,-72.5,2022,1,19,1.14,27.53,0.63,5.54,70.14
7.5,-72.5,2022,1,20,0.0,17.87,0.39,3.57,75.27
8.5,-72.5,2022,1,20,0.0,32.49,0.57,5.24,43.13
9.5,-72.5,2022,1,20,0.0,31.76,0.62,5.64,49.01
10.5,-72.5,2022,1,20,0.0,25.62,0.56,5.02,65.34
11.5,-72.5,2022,1,20,0.96,28.14,0.66,5.76,67.26
7.5,-72.5,2022,1,21,0.03,17.55,0.55,5.14,75.01
8.5,-72.5,2022,1,21,0.0,31.51,0.56,5.16,43.08
9.5,-72.5,2022,1,21,0.0,30.04,0.58,5.22,50.19
10.5,-72.5,2022,1,21,0.0,24.42,0.59,5.29,67.21
11.5,-72.5,2022,1,21,0.18,28.02,0.65,5.75,62.85
7.5,-72.5,2022,1,22,0.0,18.37,0.54,4.99,73.17
8.5,-72.5,2022,1,22,0.0,31.23,0.48,4.37,46.85
9.5,-72.5,2022,1,22,0.0,30.76,0.56,5.09,51.36
10.5,-72.5,2022,1,22,0.0,24.68,0.57,5.14,68.83
11.5,-72.5,2022,1,22,0.53,27.51,0.59,5.2,67.12
7.5,-72.5,2022,1,23,0.0,18.7,0.39,3.62,75.42
8.5,-72.5,2022,1,23,0.0,30.4,0.46,4.21,51.19
9.5,-72.5,2022,1,23,0.0,30.21,0.6,5.45,49.62
10.5,-72.5,2022,1,23,0.0,24.55,0.57,5.14,61.54
11.5,-72.5,2022,1,23,0.17,27.27,0.65,5.77,62.09
7.5,-72.5,2022,1,24,0.01,18.12,0.44,4.08,72.48
8.5,-72.5,2022,1,24,0.0,30.18,0.51,4.68,47.97
9.5,-72.5,2022,1,24,0.0,29.67,0.56,5.14,48.87
10.5,-72.5,2022,1,24,0.0,23.11,0.62,5.55,66.4
11.5,-72.5,2022,1,24,0.13,27.89,0.7,6.18,59.58
7.5,-72.5,2022,1,25,0.0,19.39,0.49,4.57,61.97
8.5,-72.5,2022,1,25,0.0,31.15,0.57,5.23,44.34
9.5,-72.5,2022,1,25,0.0,30.6,0.57,5.22,47.55
10.5,-72.5,2022,1,25,0.0,24.56,0.55,4.98,66.15
11.5,-72.5,2022,1,25,0.17,28.05,0.6,5.33,63.52
7.5,-72.5,2022,1,26,0.0,19.31,0.51,4.78,71.67
8.5,-72.5,2022,1,26,0.0,29.92,0.49,4.58,52.21
9.5,-72.5,2022,1,26,0.0,30.01,0.51,4.67,52.02
10.5,-72.5,2022,1,26,0.0,24.56,0.52,4.68,65.82
11.5,-72.5,2022,1,26,0.0,27.98,0.59,5.25,61.27
7.5,-72.5,2022,1,27,0.0,18.38,0.58,5.45,65.3
8.5,-72.5,2022,1,27,0.0,30.16,0.48,4.43,46.09
9.5,-72.5,2022,1,27,0.0,29.85,0.59,5.41,46.65
10.5,-72.5,2022,1,27,0.0,24.1,0.68,6.13,64.02
11.5,-72.5,2022,1,27,0.0,27.76,0.68,6.07,62.67
7.5,-72.5,2022,1,28,4.96,18.57,0.65,6.09,58.45
8.5,-72.5,2022,1,28,0.58,29.36,0.59,5.54,50.21
9.5,-72.5,2022,1,28,0.02,29.24,0.64,5.85,52.26
10.5,-72.5,2022,1,28,0.0,24.63,0.62,5.68,63.84
11.5,-72.5,2022,1,28,0.0,27.77,0.65,5.87,64.97
7.5,-72.5,2022,1,29,2.64,18.9,0.57,5.38,66.27
8.5,-72.5,2022,1,29,0.45,29.04,0.59,5.53,55.02
9.5,-72.5,2022,1,29,0.01,29.25,0.59,5.47,53.6
10.5,-72.5,2022,1,29,0.0,24.84,0.59,5.39,60.69
11.5,-72.5,2022,1,29,0.0,27.13,0.63,5.71,67.95
7.5,-72.5,2022,1,30,0.5,17.83,0.39,3.7,80.06
8.5,-72.5,2022,1,30,0.07,28.44,0.32,2.97,55.5
9.5,-72.5,2022,1,30,0.0,28.77,0.53,4.88,53.53
10.5,-72.5,2022,1,30,0.0,24.3,0.61,5.55,61.25
11.5,-72.5,2022,1,30,0.0,27.47,0.66,5.99,61.16
7.5,-72.5,2022,1,31,0.12,17.9,0.53,5.07,73.05
8.5,-72.5,2022,1,31,0.01,29.17,0.63,5.9,50.08
9.5,-72.5,2022,1,31,0.0,29.38,0.66,6.08,47.77
10.5,-72.5,2022,1,31,0.0,24.31,0.66,6.0,58.96
11.5,-72.5,2022,1,31,0.0,27.6,0.71,6.42,63.04
7.5,-72.5,2022,2,1,0.0,17.78,0.47,4.5,66.22
8.5,-72.5,2022,2,1,0.0,30.72,0.48,4.56,45.05
9.5,-72.5,2022,2,1,0.0,30.2,0.51,4.76,48.85
10.5,-72.5,2022,2,1,0.0,24.68,0.58,5.33,64.03
11.5,-72.5,2022,2,1,0.0,28.31,0.66,6.01,63.51
7.5,-72.5,2022,2,2,0.0,18.29,0.55,5.21,68.83
8.5,-72.5,2022,2,2,0.0,31.2,0.61,5.72,45.0
9.5,-72.5,2022,2,2,0.0,31.12,0.59,5.46,47.48
10.5,-72.5,2022,2,2,0.0,25.64,0.56,5.17,63.09
11.5,-72.5,2022,2,2,0.0,29.03,0.58,5.31,61.79
7.5,-72.5,2022,2,3,0.0,18.24,0.5,4.78,74.59
8.5,-72.5,2022,2,3,0.0,31.28,0.61,5.75,45.48
9.5,-72.5,2022,2,3,0.0,31.14,0.63,5.89,47.49
10.5,-72.5,2022,2,3,0.0,25.53,0.57,5.25,63.63
11.5,-72.5,2022,2,3,0.0,29.21,0.59,5.36,61.1
7.5,-72.5,2022,2,4,2.18,18.29,0.31,3.02,76.52
8.5,-72.5,2022,2,4,0.42,29.74,0.47,4.49,52.24
9.5,-72.5,2022,2,4,0.01,30.29,0.54,5.11,48.95
10.5,-72.5,2022,2,4,0.0,24.96,0.6,5.58,63.1
11.5,-72.5,2022,2,4,0.02,28.85,0.67,6.14,61.46
7.5,-72.5,2022,2,5,1.32,17.36,0.31,2.94,82.86
8.5,-72.5,2022,2,5,0.12,29.18,0.41,3.94,52.6
9.5,-72.5,2022,2,5,0.01,29.58,0.52,4.87,49.18
10.5,-72.5,2022,2,5,0.0,24.49,0.58,5.42,60.87
11.5,-72.5,2022,2,5,0.16,28.19,0.65,6.01,60.49
7.5,-72.5,2022,2,6,10.76,16.97,0.26,2.46,82.33
8.5,-72.5,2022,2,6,1.55,29.58,0.42,4.04,51.36
9.5,-72.5,2022,2,6,0.04,29.72,0.58,5.44,48.51
10.5,-72.5,2022,2,6,0.0,24.97,0.56,5.25,59.06
11.5,-72.5,2022,2,6,0.15,28.67,0.68,6.24,58.66
7.5,-72.5,2022,2,7,6.12,16.72,0.26,2.52,88.05
8.5,-72.5,2022,2,7,0.75,29.17,0.4,3.82,56.81
9.5,-72.5,2022,2,7,0.02,30.14,0.46,4.35,51.16
10.5,-72.5,2022,2,7,0.0,25.25,0.4,3.74,65.35
11.5,-72.5,2022,2,7,1.32,28.84,0.55,5.08,63.07
7.5,-72.5,2022,2,8,7.18,17.05,0.34,3.31,89.4
8.5,-72.5,2022,2,8,1.24,28.18,0.47,4.48,64.63
9.5,-72.5,2022,2,8,5.06,28.17,0.54,5.13,67.78
10.5,-72.5,2022,2,8,4.32,24.51,0.46,4.29,74.43
11.5,-72.5,2022,2,8,3.62,28.31,0.51,4.76,71.57
7.5,-72.5,2022,2,9,1.08,16.82,0.35,3.37,85.57
8.5,-72.5,2022,2,9,0.72,26.14,0.43,4.09,78.84
9.5,-72.5,2022,2,9,3.21,28.48,0.41,3.86,71.89
10.5,-72.5,2022,2,9,4.52,24.67,0.39,3.68,73.39
11.5,-72.5,2022,2,9,1.83,28.27,0.5,4.63,66.06
7.5,-72.5,2022,2,10,0.02,18.26,0.45,4.42,75.9
8.5,-72.5,2022,2,10,0.01,29.11,0.47,4.49,59.49
9.5,-72.5,2022,2,10,0.0,29.92,0.57,5.43,53.05
10.5,-72.5,2022,2,10,0.0,25.21,0.62,5.84,61.79
11.5,-72.5,2022,2,10,0.0,28.86,0.67,6.26,58.22
7.5,-72.5,2022,2,11,0.0,17.77,0.3,2.97,78.87
8.5,-72.5,2022,2,11,0.0,29.65,0.38,3.71,53.19
9.5,-72.5,2022,2,11,0.0,29.46,0.58,5.52,53.03
10.5,-72.5,2022,2,11,0.0,24.3,0.64,6.09,65.47
11.5,-72.5,2022,2,11,0.01,28.45,0.65,6.1,59.55
7.5,-72.5,2022,2,12,0.0,17.89,0.46,4.46,76.02
8.5,-72.5,2022,2,12,0.0,29.72,0.45,4.32,52.42
